,genre,metascore,imdbrating,internet_movie_database_rating,rotten_tomato_rating,metacritic_rating,budget
354,Adventure,46.0,6.9,6.9,45.0,46.0,40000000.0
355,Animation,24.0,4.4,4.4,12.0,24.0,75000000.0
356,Drama,75.0,6.7,6.7,83.0,75.0,0.0
357,Comedy,60.0,6.4,6.4,70.0,60.0,5000000.0
358,Drama,81.0,7.6,7.6,95.0,81.0,0.0
359,Drama,43.0,6.2,6.2,20.0,43.0,0.0
360,Action,42.0,5.9,5.9,30.0,42.0,30000000.0
361,Comedy,53.0,6.2,6.2,42.0,53.0,41000000.0
362,Action,72.0,7.5,7.5,93.0,72.0,0.0
363,Action,50.0,6.2,6.2,61.0,50.0,4000000.0
364,Action,37.0,5.3,5.3,11.0,37.0,14000000.0
365,Crime,37.0,5.3,5.3,11.0,37.0,35000000.0
366,Action,43.0,6.8,6.8,28.0,43.0,30000000.0
367,Animation,71.0,7.4,7.4,86.0,71.0,22000000.0
368,Action,49.0,6.1,6.1,45.0,49.0,28000000.0
369,Biography,52.0,6.4,6.4,52.0,52.0,13000000.0
370,Comedy,72.0,6.7,6.7,83.0,72.0,125000.0
371,Comedy,53.0,6.0,6.0,47.0,53.0,55000000.0
372,Crime,49.0,5.7,5.7,37.0,49.0,0.0
373,Comedy,68.0,6.6,6.6,79.0,68.0,0.0
374,Comedy,44.0,6.1,6.1,35.0,44.0,0.0
375,Action,37.0,6.4,6.4,15.0,37.0,0.0
376,Drama,42.0,7.0,7.0,36.0,42.0,2000000.0
377,Horror,24.0,5.2,5.2,23.0,24.0,5000000.0
378,Drama,50.0,6.9,6.9,45.0,50.0,30000000.0
379,Animation,41.0,5.4,5.4,24.0,41.0,63000000.0
380,Drama,28.0,5.6,5.6,12.0,28.0,20000000.0
381,Drama,79.0,6.1,6.1,92.0,79.0,0.0
382,Drama,50.0,5.6,5.6,23.0,50.0,0.0
383,Drama,38.0,5.8,5.8,22.0,38.0,0.0
384,Animation,50.0,5.9,5.9,45.0,50.0,135000000.0
385,Biography,53.0,6.7,6.7,59.0,53.0,0.0
386,Drama,60.0,6.6,6.6,62.0,60.0,21000000.0
387,Action,58.0,6.7,6.7,70.0,58.0,0.0
388,Comedy,75.0,7.1,7.1,94.0,75.0,0.0
389,Drama,0.0,7.7,7.7,83.0,0.0,10920000.0
390,Action,22.0,4.5,4.5,5.0,22.0,32000000.0
391,Drama,65.0,7.6,7.6,83.0,65.0,0.0
392,Crime,82.0,7.9,7.9,92.0,82.0,0.0
393,Comedy,46.0,5.3,5.3,24.0,46.0,70000000.0
394,Drama,64.0,6.8,6.8,82.0,64.0,37000000.0
395,Action,69.0,8.0,8.0,91.0,69.0,60000000.0
396,Action,69.0,8.0,8.0,91.0,69.0,220000000.0
397,Drama,81.0,8.4,8.4,86.0,81.0,100000000.0
398,Adventure,58.0,7.8,7.8,64.0,58.0,180000000.0
399,Action,68.0,7.2,7.2,84.0,68.0,78000000.0
400,Action,78.0,8.4,8.4,87.0,78.0,250000000.0
401,Comedy,66.0,7.1,7.1,81.0,66.0,17000000.0
402,Comedy,59.0,6.2,6.2,51.0,59.0,35000000.0
403,Drama,77.0,8.3,8.3,93.0,77.0,3800000.0
404,Adventure,64.0,7.0,7.0,73.0,64.0,130000000.0
405,Comedy,84.0,7.8,7.8,93.0,84.0,16000000.0
406,Drama,73.0,7.6,7.6,81.0,73.0,45000000.0
407,Biography,86.0,7.7,7.7,96.0,86.0,44500000.0
408,Adventure,52.0,5.5,5.5,49.0,52.0,120000000.0
409,Action,50.0,7.0,7.0,63.0,50.0,60000000.0
410,Drama,95.0,7.4,7.4,91.0,95.0,40000000.0
411,Action,55.0,7.4,7.4,66.0,55.0,102000000.0
412,Action,81.0,7.8,7.8,92.0,81.0,200000000.0
413,Drama,67.0,7.9,7.9,85.0,67.0,13000000.0
414,Action,66.0,6.9,6.9,72.0,66.0,230000000.0
415,Crime,63.0,7.6,7.6,70.0,63.0,0.0
416,Drama,63.0,7.6,7.6,70.0,63.0,61000000.0
417,Comedy,81.0,7.7,7.7,92.0,81.0,21000000.0
418,Action,57.0,6.1,6.1,49.0,57.0,170000000.0
419,Drama,86.0,7.2,7.2,84.0,86.0,32000000.0
420,Action,84.0,7.4,7.4,93.0,84.0,30000000.0
421,Crime,64.0,6.2,6.2,74.0,64.0,15000000.0
422,Drama,76.0,7.3,7.3,77.0,76.0,31000000.0
423,Action,69.0,7.2,7.2,85.0,69.0,42000000.0
424,Comedy,62.0,6.9,6.9,69.0,62.0,50000000.0
425,Horror,53.0,6.8,6.8,63.0,53.0,3000000.0
426,Action,31.0,6.3,6.3,26.0,31.0,65000000.0
427,Comedy,31.0,5.5,5.5,0.0,31.0,70000000.0
428,Biography,86.0,7.3,7.3,89.0,86.0,65000000.0
429,Animation,69.0,7.1,7.1,78.0,69.0,185000000.0
430,Crime,68.0,7.3,7.3,78.0,68.0,15000000.0
431,Action,60.0,7.1,7.1,79.0,60.0,50000000.0
432,Comedy,55.0,6.2,6.2,35.0,55.0,150000000.0
433,Action,51.0,6.6,6.6,52.0,51.0,250000000.0
434,Action,41.0,5.8,5.8,34.0,41.0,209000000.0
435,Comedy,72.0,6.1,6.1,79.0,72.0,7000000.0
436,Animation,47.0,7.1,7.1,45.0,47.0,85000000.0
437,Crime,58.0,7.3,7.3,66.0,58.0,26000000.0
438,Crime,63.0,5.3,5.3,67.0,63.0,5000000.0
439,Action,39.0,6.3,6.3,26.0,39.0,70000000.0
440,Comedy,24.0,3.7,3.7,13.0,24.0,5000000.0
441,Action,52.0,6.7,6.7,53.0,52.0,85000000.0
442,Adventure,59.0,6.7,6.7,55.0,59.0,10000000.0
443,Drama,76.0,7.1,7.1,94.0,76.0,0.0
444,Action,61.0,6.6,6.6,55.0,61.0,125000000.0
445,Action,42.0,5.9,5.9,34.0,42.0,69000000.0
446,Animation,72.0,7.7,7.7,87.0,72.0,165000000.0
447,Comedy,48.0,6.7,6.7,28.0,48.0,18000000.0
448,Comedy,48.0,6.7,6.7,28.0,48.0,12000000.0
449,Comedy,49.0,6.7,6.7,45.0,49.0,50000000.0
450,Comedy,53.0,5.6,5.6,59.0,53.0,0.0
451,Crime,59.0,6.5,6.5,50.0,59.0,45000000.0
452,Adventure,79.0,7.9,7.9,86.0,79.0,120000000.0
453,Drama,63.0,6.6,6.6,63.0,63.0,35000000.0
454,Drama,63.0,6.6,6.6,63.0,63.0,40600000.0
455,Action,39.0,5.4,5.4,28.0,39.0,65000000.0
456,Action,58.0,6.8,6.8,68.0,58.0,225000000.0
457,Action,41.0,5.8,5.8,45.0,41.0,79000000.0
458,Comedy,66.0,7.2,7.2,83.0,66.0,15000000.0
459,Comedy,47.0,5.9,5.9,43.0,47.0,75000000.0
460,Comedy,58.0,6.4,6.4,57.0,58.0,65000000.0
461,Comedy,36.0,5.7,5.7,16.0,36.0,68000000.0
462,Action,51.0,6.6,6.6,67.0,51.0,100000000.0
463,Comedy,72.0,7.0,7.0,91.0,72.0,750000.0
464,Adventure,69.0,7.0,7.0,85.0,69.0,12000000.0
465,Action,31.0,5.4,5.4,15.0,31.0,17000000.0
466,Action,31.0,5.4,5.4,15.0,31.0,65000000.0
467,Action,68.0,7.6,7.6,85.0,68.0,7000000.0
468,Action,37.0,5.7,5.7,26.0,37.0,150000000.0
469,Drama,76.0,7.4,7.4,97.0,76.0,10000000.0
470,Animation,46.0,6.4,6.4,0.0,46.0,70000000.0
471,Action,40.0,6.6,6.6,31.0,40.0,42000000.0
472,Animation,54.0,6.3,6.3,52.0,54.0,22000000.0
473,Drama,39.0,6.5,6.5,20.0,39.0,25000000.0
474,Animation,58.0,7.3,7.3,75.0,58.0,145000000.0
475,Biography,60.0,6.8,6.8,66.0,60.0,10000000.0
476,Horror,0.0,7.7,7.7,0.0,0.0,6000000.0
477,Drama,66.0,6.5,6.5,65.0,66.0,0.0
478,Comedy,82.0,7.5,7.5,92.0,82.0,0.0
479,Animation,60.0,6.8,6.8,78.0,60.0,145000000.0
480,Comedy,62.0,6.2,6.2,64.0,62.0,30000000.0
481,Drama,31.0,5.6,5.6,13.0,31.0,10000000.0
482,Biography,79.0,7.2,7.2,91.0,79.0,1000000.0
483,Drama,62.0,6.4,6.4,66.0,62.0,17000000.0
484,Comedy,56.0,5.1,5.1,51.0,56.0,30000000.0
485,Comedy,51.0,6.5,6.5,54.0,51.0,12000000.0
486,Drama,43.0,6.8,6.8,31.0,43.0,30000000.0
487,Action,45.0,6.3,6.3,22.0,45.0,45000000.0
488,Crime,68.0,6.4,6.4,89.0,68.0,270000.0
489,Drama,73.0,7.5,7.5,82.0,73.0,0.0
490,Drama,57.0,6.4,6.4,54.0,57.0,2000000.0
491,Action,50.0,6.1,6.1,48.0,50.0,2000000.0
492,Action,40.0,6.5,6.5,28.0,40.0,12000000.0
493,Adventure,53.0,5.3,5.3,33.0,53.0,20000000.0
494,Adventure,56.0,6.1,6.1,45.0,56.0,25000000.0
495,Action,48.0,5.7,5.7,45.0,48.0,45000000.0
496,Comedy,0.0,4.4,4.4,14.0,0.0,11000000.0
497,Action,36.0,6.0,6.0,12.0,36.0,0.0
498,Comedy,55.0,6.8,6.8,47.0,55.0,2000000.0
499,Animation,49.0,6.5,6.5,37.0,49.0,95000000.0
500,Horror,55.0,5.8,5.8,57.0,55.0,0.0
501,Horror,26.0,6.0,6.0,48.0,26.0,2900000.0
502,Adventure,46.0,5.6,5.6,50.0,46.0,85000000.0
503,Drama,33.0,4.8,4.8,14.0,33.0,2500000.0
504,Biography,55.0,6.8,6.8,60.0,55.0,15700000.0
505,Horror,57.0,5.2,5.2,46.0,57.0,1500000.0
506,Drama,43.0,6.4,6.4,41.0,43.0,33000000.0
507,Comedy,67.0,7.2,7.2,79.0,67.0,8000000.0
508,Comedy,49.0,7.2,7.2,58.0,49.0,0.0
509,Crime,45.0,5.8,5.8,45.0,45.0,12500000.0
510,Horror,45.0,5.9,5.9,39.0,45.0,14000000.0
511,Action,16.0,5.0,5.0,10.0,16.0,20000000.0
512,Drama,55.0,6.5,6.5,59.0,55.0,1000000.0
513,Action,55.0,6.5,6.5,59.0,55.0,30000000.0
514,Comedy,43.0,6.4,6.4,31.0,43.0,900000.0
515,Action,30.0,5.2,5.2,11.0,30.0,35000000.0
516,Drama,94.0,7.9,7.9,93.0,94.0,8900000.0
517,Comedy,41.0,5.7,5.7,23.0,41.0,40000000.0
518,Drama,58.0,6.8,6.8,51.0,58.0,30000000.0
519,Action,40.0,6.4,6.4,41.0,40.0,42000000.0
520,Horror,38.0,6.1,6.1,38.0,38.0,7500000.0
521,Comedy,53.0,6.4,6.4,60.0,53.0,0.0
522,Comedy,54.0,6.3,6.3,46.0,54.0,0.0
523,Comedy,43.0,6.7,6.7,70.0,43.0,0.0
524,Animation,72.0,7.0,7.0,89.0,72.0,60000000.0
525,Action,51.0,6.4,6.4,51.0,51.0,25000000.0
526,Drama,36.0,6.2,6.2,30.0,36.0,0.0
527,Drama,73.0,6.6,6.6,87.0,73.0,12000000.0
528,Action,51.0,5.4,5.4,51.0,51.0,15000000.0
529,Crime,58.0,5.1,5.1,66.0,58.0,20500000.0
530,Comedy,50.0,6.1,6.1,66.0,50.0,95000000.0
531,Animation,74.0,6.9,6.9,87.0,74.0,39000000.0
532,Biography,73.0,7.5,7.5,90.0,73.0,0.0
533,Comedy,50.0,5.8,5.8,37.0,50.0,40000000.0
534,Comedy,41.0,6.5,6.5,36.0,41.0,15000000.0
535,Crime,52.0,6.3,6.3,34.0,52.0,10000000.0
536,Crime,52.0,6.3,6.3,34.0,52.0,12000000.0
537,Horror,65.0,5.7,5.7,76.0,65.0,0.0
538,Drama,37.0,7.0,7.0,24.0,37.0,6000000.0
539,Drama,70.0,7.7,7.7,83.0,70.0,0.0
540,Comedy,54.0,6.4,6.4,50.0,54.0,0.0
541,Drama,74.0,6.9,6.9,87.0,74.0,0.0
542,Comedy,66.0,7.0,7.0,89.0,66.0,0.0
543,Action,58.0,5.0,5.0,56.0,58.0,10000000.0
544,Drama,55.0,6.6,6.6,53.0,55.0,0.0
545,Drama,55.0,6.6,6.6,53.0,55.0,15000000.0
546,Adventure,86.0,7.3,7.3,86.0,86.0,1800000.0
547,Action,46.0,5.9,5.9,40.0,46.0,58000000.0
548,Drama,72.0,7.4,7.4,88.0,72.0,0.0
549,Action,22.0,4.9,4.9,4.0,22.0,20000000.0
550,Horror,18.0,4.1,4.1,3.0,18.0,17000000.0
551,Drama,58.0,5.9,5.9,47.0,58.0,0.0
552,Action,48.0,6.1,6.1,37.0,48.0,20000000.0
553,Biography,45.0,7.1,7.1,33.0,45.0,20000000.0
554,Action,22.0,5.3,5.3,2.0,22.0,40000000.0
555,Comedy,53.0,5.3,5.3,57.0,53.0,3000000.0
556,Comedy,38.0,4.8,4.8,18.0,38.0,26350000.0
557,Mystery,0.0,8.1,8.1,100.0,0.0,0.0
558,Comedy,36.0,6.0,6.0,18.0,36.0,25000000.0
559,Crime,44.0,6.4,6.4,22.0,44.0,26000000.0
560,Comedy,55.0,6.7,6.7,71.0,55.0,2000000.0
561,Action,43.0,5.5,5.5,20.0,43.0,35000000.0
562,Adventure,62.0,7.2,7.2,81.0,62.0,16600000.0
563,Horror,40.0,4.6,4.6,23.0,40.0,5000000.0
564,Drama,64.0,6.8,6.8,80.0,64.0,0.0
565,Comedy,64.0,6.8,6.8,80.0,64.0,11000000.0
566,Drama,50.0,5.8,5.8,47.0,50.0,0.0
567,Comedy,27.0,5.7,5.7,4.0,27.0,0.0
568,Comedy,27.0,5.7,5.7,4.0,27.0,35000000.0
569,Drama,45.0,6.4,6.4,28.0,45.0,60000000.0
570,Comedy,47.0,6.6,6.6,36.0,47.0,25000000.0
571,Action,66.0,6.5,6.5,74.0,66.0,35000000.0
572,Drama,65.0,6.0,6.0,68.0,65.0,20000000.0
573,Drama,64.0,7.5,7.5,70.0,64.0,10000000.0
574,Adventure,69.0,6.5,6.5,85.0,69.0,0.0
575,Animation,73.0,6.7,6.7,86.0,73.0,55000000.0
576,Horror,0.0,5.0,5.0,19.0,0.0,1000000.0
577,Crime,65.0,7.2,7.2,81.0,65.0,7395080.0
578,Comedy,65.0,6.3,6.3,75.0,65.0,30000000.0
579,Comedy,49.0,7.1,7.1,53.0,49.0,16000000.0
580,Comedy,43.0,4.7,4.7,37.0,43.0,0.0
581,Action,0.0,7.2,7.2,45.0,0.0,0.0
582,Action,48.0,6.1,6.1,46.0,48.0,0.0
583,Comedy,57.0,5.2,5.2,56.0,57.0,16000000.0
584,Comedy,0.0,8.1,8.1,86.0,0.0,0.0
585,Crime,42.0,5.4,5.4,27.0,42.0,0.0
586,Comedy,57.0,7.0,7.0,65.0,57.0,0.0
587,Comedy,26.0,5.9,5.9,0.0,26.0,40000000.0
588,Drama,76.0,7.0,7.0,83.0,76.0,0.0
589,Animation,35.0,5.9,5.9,35.0,35.0,40000000.0
590,Drama,54.0,6.9,6.9,57.0,54.0,0.0
591,Comedy,55.0,6.0,6.0,57.0,55.0,850000.0
592,Biography,61.0,6.5,6.5,75.0,61.0,40000000.0
593,Drama,74.0,7.4,7.4,87.0,74.0,6000000.0
594,Horror,18.0,4.2,4.2,5.0,18.0,1000000.0
595,Adventure,37.0,5.4,5.4,25.0,37.0,14000000.0
596,Drama,67.0,6.2,6.2,93.0,67.0,0.0
597,Comedy,46.0,7.0,7.0,29.0,46.0,0.0
598,Comedy,67.0,7.1,7.1,86.0,67.0,2500000.0
599,Biography,75.0,8.2,8.2,79.0,75.0,100000000.0
600,Action,62.0,7.1,7.1,79.0,62.0,200000000.0
601,Horror,68.0,7.5,7.5,86.0,68.0,20000000.0
602,Crime,70.0,8.1,8.1,81.0,70.0,46000000.0
603,Action,54.0,6.8,6.8,66.0,54.0,170000000.0
604,Horror,41.0,5.8,5.8,39.0,41.0,3000000.0
605,Comedy,19.0,5.4,5.4,8.0,19.0,80000000.0
606,Action,61.0,7.0,7.0,71.0,61.0,160000000.0
607,Action,61.0,7.0,7.0,71.0,61.0,160000000.0
608,Drama,96.0,7.7,7.7,96.0,96.0,100000000.0
609,Comedy,55.0,7.8,7.8,69.0,55.0,12000000.0
610,Adventure,66.0,7.8,7.8,74.0,66.0,225000000.0
611,Action,55.0,7.0,7.0,56.0,55.0,225000000.0
612,Drama,80.0,6.4,6.4,84.0,80.0,13300000.0
613,Drama,89.0,7.7,7.7,89.0,89.0,0.0
614,Comedy,79.0,7.3,7.3,86.0,79.0,7000000.0
615,Drama,91.0,8.0,8.0,94.0,91.0,23000000.0
616,Action,84.0,7.1,7.1,94.0,84.0,39200000.0
617,Comedy,44.0,7.0,7.0,49.0,44.0,37000000.0
618,Action,41.0,6.5,6.5,32.0,41.0,28000000.0
619,Drama,55.0,7.2,7.2,48.0,55.0,105000000.0
620,Crime,90.0,7.2,7.2,92.0,90.0,40000000.0
621,Adventure,38.0,5.3,5.3,38.0,38.0,5000000.0
622,Action,74.0,8.1,8.1,89.0,74.0,17000000.0
623,Action,74.0,8.1,8.1,89.0,74.0,38000000.0
624,Animation,65.0,7.2,7.2,80.0,65.0,200000000.0
625,Comedy,66.0,6.5,6.5,80.0,66.0,3000000.0
626,Crime,50.0,7.2,7.2,50.0,50.0,75000000.0
627,Action,54.0,7.0,7.0,53.0,54.0,120000000.0
628,Comedy,35.0,5.7,5.7,19.0,35.0,35000000.0
629,Drama,64.0,6.9,6.9,76.0,64.0,0.0
630,Action,72.0,7.7,7.7,84.0,72.0,190000000.0
631,Action,76.0,7.5,7.5,90.0,76.0,130000000.0
632,Action,40.0,6.5,6.5,42.0,40.0,22000000.0
633,Comedy,18.0,4.3,4.3,4.0,18.0,6000000.0
634,Action,63.0,7.0,7.0,66.0,63.0,190000000.0
635,Biography,96.0,8.1,8.1,95.0,96.0,20000000.0
636,Action,41.0,5.8,5.8,29.0,41.0,130000000.0
637,Biography,79.0,8.0,8.0,92.0,79.0,5000000.0
638,Adventure,54.0,7.3,7.3,52.0,54.0,90000000.0
639,Action,65.0,6.9,6.9,72.0,65.0,190000000.0
640,Animation,55.0,7.2,7.2,72.0,55.0,135000000.0
641,Comedy,67.0,6.6,6.6,83.0,67.0,32000000.0
642,Comedy,68.0,7.4,7.4,83.0,68.0,5000000.0
643,Comedy,42.0,6.3,6.3,35.0,42.0,58000000.0
644,Action,61.0,6.6,6.6,65.0,61.0,115000000.0
645,Action,23.0,6.1,6.1,17.0,23.0,50000000.0
646,Adventure,82.0,7.8,7.8,93.0,82.0,55000000.0
647,Horror,57.0,6.5,6.5,63.0,57.0,17000000.0
648,Action,52.0,6.3,6.3,52.0,52.0,150000000.0
649,Drama,61.0,6.9,6.9,71.0,61.0,0.0
650,Action,41.0,6.5,6.5,50.0,41.0,70000000.0
651,Action,60.0,7.5,7.5,75.0,60.0,40000000.0
652,Adventure,44.0,6.3,6.3,57.0,44.0,215000000.0
653,Action,45.0,6.4,6.4,50.0,45.0,26000000.0
654,Action,63.0,6.8,6.8,54.0,63.0,22000000.0
655,Drama,65.0,7.2,7.2,88.0,65.0,50000.0
656,Action,51.0,6.6,6.6,62.0,51.0,110000000.0
657,Comedy,81.0,7.0,7.0,89.0,81.0,20000000.0
658,Drama,58.0,6.8,6.8,70.0,58.0,12000000.0
659,Action,33.0,5.9,5.9,13.0,33.0,60000000.0
660,Fantasy,57.0,6.2,6.2,63.0,57.0,15000000.0
661,Action,49.0,6.4,6.4,57.0,49.0,38000000.0
662,Action,28.0,5.3,5.3,15.0,28.0,92000000.0
663,Action,49.0,6.7,6.7,50.0,49.0,50000000.0
664,Action,61.0,6.7,6.7,71.0,61.0,120000000.0
665,Horror,0.0,4.8,4.8,19.0,0.0,20000000.0
666,Animation,62.0,7.3,7.3,75.0,62.0,76000000.0
667,Action,28.0,6.3,6.3,16.0,28.0,175000000.0
668,Drama,37.0,6.2,6.2,33.0,37.0,16000000.0
669,Action,41.0,5.6,5.6,29.0,41.0,20000000.0
670,Comedy,60.0,6.8,6.8,81.0,60.0,35000000.0
671,Adventure,39.0,5.8,5.8,42.0,39.0,90000000.0
672,Comedy,78.0,7.3,7.3,91.0,78.0,18000000.0
673,Drama,60.0,6.7,6.7,60.0,60.0,0.0
674,Drama,34.0,6.7,6.7,14.0,34.0,28000000.0
675,Action,40.0,6.7,6.7,31.0,40.0,60000000.0
676,Comedy,58.0,7.2,7.2,67.0,58.0,25000000.0
677,Drama,81.0,7.1,7.1,91.0,81.0,2000000.0
678,Drama,94.0,7.9,7.9,98.0,94.0,3000000.0
679,Comedy,62.0,7.4,7.4,83.0,62.0,8000000.0
680,Horror,61.0,6.5,6.5,74.0,61.0,5000000.0
681,Drama,64.0,6.8,6.8,76.0,64.0,0.0
682,Crime,48.0,5.3,5.3,34.0,48.0,25000000.0
683,Action,42.0,6.2,6.2,40.0,42.0,35000000.0
684,Crime,51.0,6.7,6.7,44.0,51.0,13000000.0
685,Comedy,11.0,3.6,3.6,4.0,11.0,20000000.0
686,Action,25.0,5.6,5.6,12.0,25.0,130000000.0
687,Comedy,93.0,7.5,7.5,92.0,93.0,11000000.0
688,Comedy,61.0,5.8,5.8,56.0,61.0,1500000.0
689,Action,37.0,6.4,6.4,30.0,37.0,215000000.0
690,Animation,58.0,6.4,6.4,67.0,58.0,135000000.0
691,Comedy,59.0,6.8,6.8,74.0,59.0,11000000.0
692,Action,55.0,6.7,6.7,65.0,55.0,61000000.0
693,Comedy,78.0,7.0,7.0,95.0,78.0,8000000.0
694,Action,76.0,8.0,8.0,92.0,76.0,170000000.0
695,Adventure,74.0,8.6,8.6,72.0,74.0,165000000.0
696,Action,68.0,7.4,7.4,86.0,68.0,20000000.0
697,Action,71.0,7.9,7.9,91.0,71.0,178000000.0
698,Drama,79.0,8.1,8.1,87.0,79.0,61000000.0
699,Action,70.0,7.7,7.7,90.0,70.0,170000000.0
700,Adventure,88.0,8.1,8.1,92.0,88.0,25000000.0
701,Drama,88.0,8.5,8.5,94.0,88.0,3300000.0
702,Action,60.0,7.7,7.7,75.0,60.0,81000000.0
703,Drama,78.0,7.7,7.7,92.0,78.0,15000000.0
704,Action,48.0,6.6,6.6,41.0,48.0,85000000.0
705,Crime,76.0,7.8,7.8,95.0,76.0,8500000.0
706,Adventure,59.0,7.4,7.4,59.0,59.0,250000000.0
707,Action,57.0,7.2,7.2,60.0,57.0,55000000.0
