,genre,metascore,imdbrating,internet_movie_database_rating,rotten_tomato_rating,metacritic_rating,budget
708,Action,57.0,6.8,6.8,65.0,57.0,34000000.0
709,Action,61.0,6.4,6.4,67.0,61.0,40000000.0
710,Adventure,68.0,7.3,7.3,87.0,68.0,11000000.0
711,Comedy,76.0,7.7,7.7,96.0,76.0,1600000.0
712,Biography,71.0,8.0,8.0,89.0,71.0,14000000.0
713,Action,64.0,7.6,7.6,76.0,64.0,68000000.0
714,Action,75.0,7.9,7.9,90.0,75.0,200000000.0
715,Action,75.0,7.9,7.9,90.0,75.0,200000000.0
716,Action,69.0,7.5,7.5,84.0,69.0,5100000.0
717,Action,50.0,6.4,6.4,57.0,50.0,9000000.0
718,Comedy,87.0,7.7,7.7,91.0,87.0,18000000.0
719,Horror,83.0,6.8,6.8,96.0,83.0,1000000.0
720,Comedy,31.0,6.5,6.5,15.0,31.0,40000000.0
721,Crime,48.0,7.4,7.4,49.0,48.0,50000000.0
722,Action,62.0,6.4,6.4,76.0,62.0,130000000.0
723,Action,62.0,6.4,6.4,76.0,62.0,160000000.0
724,Drama,47.0,6.5,6.5,35.0,47.0,25000000.0
725,Action,48.0,6.2,6.2,45.0,48.0,110000000.0
726,Action,72.0,7.3,7.3,72.0,72.0,58800000.0
727,Comedy,44.0,7.2,7.2,32.0,44.0,0.0
728,Animation,74.0,7.8,7.8,90.0,74.0,165000000.0
729,Action,53.0,6.6,6.6,52.0,53.0,200000000.0
730,Action,56.0,7.0,7.0,54.0,56.0,180000000.0
731,Adventure,69.0,5.9,5.9,71.0,69.0,50000000.0
732,Action,59.0,7.2,7.2,51.0,59.0,65000000.0
733,Animation,83.0,7.7,7.7,96.0,83.0,60000000.0
734,Action,64.0,6.6,6.6,69.0,64.0,125000000.0
735,Comedy,55.0,5.3,5.3,45.0,55.0,3000000.0
736,Adventure,47.0,6.2,6.2,47.0,47.0,127000000.0
737,Drama,69.0,7.7,7.7,81.0,69.0,12000000.0
738,Horror,38.0,6.2,6.2,26.0,38.0,5000000.0
739,Horror,37.0,5.4,5.4,29.0,37.0,6500000.0
740,Drama,100.0,7.9,7.9,97.0,100.0,4000000.0
741,Biography,71.0,7.7,7.7,80.0,71.0,15000000.0
742,Action,35.0,6.1,6.1,32.0,35.0,80000000.0
743,Action,52.0,6.5,6.5,51.0,52.0,44000000.0
744,Crime,69.0,7.1,7.1,89.0,69.0,12600000.0
745,Action,32.0,5.6,5.6,17.0,32.0,210000000.0
746,Comedy,81.0,6.7,6.7,73.0,81.0,20000000.0
747,Comedy,68.0,6.3,6.3,73.0,68.0,8500000.0
748,Comedy,68.0,6.3,6.3,73.0,68.0,18000000.0
749,Drama,86.0,6.8,6.8,98.0,86.0,2000000.0
750,Comedy,36.0,5.1,5.1,16.0,36.0,40000000.0
751,Comedy,39.0,6.0,6.0,26.0,39.0,40000000.0
752,Comedy,77.0,8.1,8.1,94.0,77.0,3300000.0
753,Adventure,74.0,7.1,7.1,88.0,74.0,15000000.0
754,Biography,81.0,7.0,7.0,87.0,81.0,24000000.0
755,Action,76.0,6.7,6.7,92.0,76.0,5000000.0
756,Action,31.0,5.8,5.8,21.0,31.0,13500000.0
757,Action,31.0,5.8,5.8,21.0,31.0,125000000.0
758,Action,71.0,7.0,7.0,84.0,71.0,50000000.0
759,Action,79.0,7.6,7.6,90.0,79.0,170000000.0
760,Action,40.0,5.7,5.7,26.0,40.0,28000000.0
761,Action,31.0,5.5,5.5,16.0,31.0,30000000.0
762,Comedy,52.0,6.1,6.1,30.0,52.0,70000000.0
763,Drama,65.0,5.7,5.7,76.0,65.0,1000000.0
764,Comedy,31.0,6.8,6.8,27.0,31.0,0.0
765,Animation,77.0,7.8,7.8,91.0,77.0,145000000.0
766,Action,68.0,5.7,5.7,76.0,68.0,125000000.0
767,Action,57.0,6.5,6.5,68.0,57.0,28000000.0
768,Action,39.0,6.4,6.4,22.0,39.0,66000000.0
769,Animation,49.0,6.3,6.3,48.0,49.0,103000000.0
770,Action,30.0,5.5,5.5,12.0,30.0,95000000.0
771,Action,52.0,6.0,6.0,30.0,52.0,140000000.0
772,Comedy,44.0,6.1,6.1,33.0,44.0,40000000.0
773,Action,41.0,5.7,5.7,22.0,41.0,35000000.0
774,Animation,77.0,7.3,7.3,97.0,77.0,55000000.0
775,Action,56.0,6.9,6.9,62.0,56.0,50000000.0
776,Drama,29.0,6.7,6.7,12.0,29.0,26000000.0
777,Comedy,40.0,6.3,6.3,35.0,40.0,42000000.0
778,Comedy,44.0,6.6,6.6,44.0,44.0,19800000.0
779,Action,44.0,5.8,5.8,21.0,44.0,50000000.0
780,Animation,53.0,6.7,6.7,73.0,53.0,132000000.0
781,Action,57.0,6.2,6.2,54.0,57.0,60000000.0
782,Drama,74.0,8.1,8.1,88.0,74.0,0.0
783,Biography,76.0,7.3,7.3,84.0,76.0,0.0
784,Action,49.0,5.7,5.7,48.0,49.0,0.0
785,Animation,67.0,7.3,7.3,83.0,67.0,50000000.0
786,Horror,81.0,6.7,6.7,85.0,81.0,0.0
787,Action,38.0,6.3,6.3,36.0,38.0,15000000.0
788,Action,40.0,6.3,6.3,25.0,40.0,70000000.0
789,Horror,59.0,5.5,5.5,62.0,59.0,1000000.0
790,Drama,57.0,7.4,7.4,52.0,57.0,1000000.0
791,Action,42.0,6.2,6.2,19.0,42.0,100000000.0
792,Drama,30.0,6.3,6.3,16.0,30.0,0.0
793,Drama,30.0,6.3,6.3,16.0,30.0,20000000.0
794,Comedy,24.0,6.4,6.4,9.0,24.0,0.0
795,Drama,41.0,6.4,6.4,37.0,41.0,22000000.0
796,Biography,65.0,7.4,7.4,87.0,65.0,20000000.0
797,Action,40.0,6.2,6.2,29.0,40.0,30000000.0
798,Action,71.0,8.0,8.0,82.0,71.0,4500000.0
799,Action,26.0,6.0,6.0,13.0,26.0,48000000.0
800,Action,39.0,5.5,5.5,27.0,39.0,100000000.0
801,Action,30.0,5.9,5.9,16.0,30.0,0.0
802,Action,41.0,6.2,6.2,18.0,41.0,25000000.0
803,Comedy,36.0,6.1,6.1,22.0,36.0,8000000.0
804,Drama,68.0,6.6,6.6,80.0,68.0,16000000.0
805,Adventure,62.0,6.4,6.4,80.0,62.0,0.0
806,Comedy,38.0,6.7,6.7,33.0,38.0,16000000.0
807,Action,30.0,6.4,6.4,18.0,30.0,17000000.0
808,Action,79.0,7.0,7.0,90.0,79.0,20000000.0
809,Comedy,0.0,8.1,8.1,77.0,0.0,0.0
810,Drama,51.0,6.5,6.5,49.0,51.0,0.0
811,Mystery,24.0,6.3,6.3,14.0,24.0,14000000.0
812,Crime,73.0,6.8,6.8,85.0,73.0,15000000.0
813,Horror,42.0,5.7,5.7,46.0,42.0,1500000.0
814,Drama,54.0,6.1,6.1,61.0,54.0,4000000.0
815,Comedy,55.0,7.3,7.3,68.0,55.0,22000000.0
816,Drama,73.0,6.9,6.9,83.0,73.0,7000000.0
817,Comedy,67.0,6.2,6.2,61.0,67.0,15000000.0
818,Drama,46.0,6.7,6.7,35.0,46.0,11000000.0
819,Comedy,45.0,6.1,6.1,45.0,45.0,0.0
820,Action,83.0,7.2,7.2,96.0,83.0,0.0
821,Drama,72.0,7.5,7.5,85.0,72.0,5000000.0
822,Action,40.0,6.2,6.2,28.0,40.0,28000000.0
823,Horror,70.0,6.7,6.7,85.0,70.0,0.0
824,Biography,62.0,7.0,7.0,72.0,62.0,10000000.0
825,Drama,32.0,5.1,5.1,7.0,32.0,5000000.0
826,Drama,50.0,7.0,7.0,62.0,50.0,22500000.0
827,Biography,80.0,7.5,7.5,99.0,80.0,20000000.0
828,Biography,56.0,7.0,7.0,64.0,56.0,25000000.0
829,Comedy,66.0,7.1,7.1,82.0,66.0,100000.0
830,Biography,54.0,6.8,6.8,51.0,54.0,40000000.0
831,Comedy,25.0,6.0,6.0,15.0,25.0,0.0
832,Drama,54.0,6.8,6.8,60.0,54.0,25000000.0
833,Comedy,38.0,5.8,5.8,18.0,38.0,18000000.0
834,Comedy,17.0,4.7,4.7,8.0,17.0,4000000.0
835,Crime,55.0,6.1,6.1,44.0,55.0,25000000.0
836,Drama,49.0,6.4,6.4,49.0,49.0,7000000.0
837,Action,30.0,5.1,5.1,5.0,30.0,65000000.0
838,Adventure,61.0,6.4,6.4,80.0,61.0,50000000.0
839,Comedy,45.0,6.4,6.4,38.0,45.0,0.0
840,Action,49.0,6.4,6.4,62.0,49.0,0.0
841,Biography,65.0,7.0,7.0,71.0,65.0,19000000.0
842,Action,12.0,3.1,3.1,1.0,12.0,16000000.0
843,Comedy,54.0,6.2,6.2,61.0,54.0,28000000.0
844,Comedy,64.0,7.2,7.2,77.0,64.0,13000000.0
845,Action,22.0,4.2,4.2,5.0,22.0,70000000.0
846,Biography,60.0,6.9,6.9,77.0,60.0,0.0
847,Action,64.0,6.7,6.7,72.0,64.0,0.0
848,Drama,16.0,4.7,4.7,12.0,16.0,2000000.0
849,Drama,31.0,6.2,6.2,13.0,31.0,60000000.0
850,Animation,72.0,7.7,7.7,91.0,72.0,0.0
851,Animation,59.0,6.8,6.8,81.0,59.0,145000000.0
852,Comedy,39.0,4.9,4.9,24.0,39.0,20000000.0
853,Action,53.0,5.4,5.4,78.0,53.0,0.0
854,Comedy,34.0,6.4,6.4,22.0,34.0,12000000.0
855,Action,64.0,6.4,6.4,66.0,64.0,12000000.0
856,Comedy,87.0,7.3,7.3,94.0,87.0,0.0
857,Drama,89.0,7.3,7.3,97.0,89.0,0.0
858,Drama,42.0,5.8,5.8,31.0,42.0,2000000.0
859,Comedy,54.0,6.5,6.5,51.0,54.0,16800000.0
860,Animation,85.0,8.1,8.1,99.0,85.0,0.0
861,Adventure,29.0,7.0,7.0,38.0,29.0,0.0
862,Horror,41.0,5.1,5.1,37.0,41.0,200000.0
863,Action,44.0,4.8,4.8,71.0,44.0,0.0
864,Comedy,22.0,6.6,6.6,17.0,22.0,6000000.0
865,Crime,26.0,5.6,5.6,12.0,26.0,12000000.0
866,Thriller,26.0,5.6,5.6,12.0,26.0,13200000.0
867,Adventure,92.0,7.6,7.6,97.0,92.0,25000000.0
868,Crime,92.0,7.6,7.6,97.0,92.0,0.0
869,Drama,36.0,5.4,5.4,16.0,36.0,30000000.0
870,Drama,87.0,6.5,6.5,94.0,87.0,1000000.0
871,Biography,54.0,6.0,6.0,43.0,54.0,0.0
872,Comedy,43.0,6.6,6.6,47.0,43.0,6000000.0
873,Comedy,75.0,7.0,7.0,92.0,75.0,0.0
874,Biography,71.0,6.9,6.9,80.0,71.0,30000000.0
875,Drama,64.0,6.9,6.9,73.0,64.0,14000000.0
876,Horror,38.0,4.5,4.5,6.0,38.0,5000000.0
877,Biography,47.0,5.8,5.8,51.0,47.0,12000000.0
878,Comedy,77.0,6.3,6.3,84.0,77.0,10000000.0
879,Drama,88.0,8.1,8.1,87.0,88.0,0.0
880,Drama,51.0,6.4,6.4,55.0,51.0,0.0
881,Comedy,79.0,6.1,6.1,91.0,79.0,0.0
882,Drama,77.0,7.4,7.4,89.0,77.0,0.0
883,Comedy,38.0,5.8,5.8,23.0,38.0,24000000.0
884,Crime,75.0,6.8,6.8,87.0,75.0,0.0
885,Drama,58.0,6.0,6.0,74.0,58.0,0.0
886,Animation,48.0,6.0,6.0,44.0,48.0,50000000.0
887,Comedy,81.0,6.4,6.4,86.0,81.0,12000000.0
888,Drama,76.0,7.1,7.1,92.0,76.0,8000000.0
889,Drama,45.0,6.6,6.6,38.0,45.0,9000000.0
890,Drama,79.0,6.8,6.8,91.0,79.0,0.0
891,Comedy,39.0,5.7,5.7,36.0,39.0,0.0
892,Comedy,63.0,6.4,6.4,65.0,63.0,5000000.0
893,Action,90.0,8.1,8.1,97.0,90.0,150000000.0
894,Action,66.0,7.3,7.3,76.0,66.0,250000000.0
895,Drama,66.0,6.5,6.5,72.0,66.0,55000000.0
896,Action,67.0,7.1,7.1,82.0,67.0,190000000.0
897,Crime,68.0,7.8,7.8,74.0,68.0,44000000.0
898,Action,64.0,7.3,7.3,83.0,64.0,130000000.0
899,Drama,46.0,4.1,4.1,25.0,46.0,40000000.0
900,Action,82.0,7.6,7.6,92.0,82.0,30000000.0
901,Drama,83.0,6.9,6.9,90.0,83.0,4000000.0
902,Biography,81.0,7.8,7.8,89.0,81.0,28000000.0
903,Action,59.0,7.0,7.0,71.0,59.0,150000000.0
904,Action,76.0,8.0,8.0,78.0,76.0,135000000.0
905,Adventure,80.0,8.0,8.0,91.0,80.0,108000000.0
906,Drama,86.0,8.1,8.1,93.0,86.0,13000000.0
907,Animation,94.0,8.1,8.1,98.0,94.0,175000000.0
908,Biography,93.0,8.1,8.1,97.0,93.0,20000000.0
909,Action,50.0,6.1,6.1,44.0,50.0,28000000.0
910,Action,56.0,7.3,7.3,68.0,56.0,75000000.0
911,Action,38.0,6.3,6.3,27.0,38.0,155000000.0
912,Drama,67.0,6.9,6.9,84.0,67.0,95000000.0
913,Action,80.0,7.8,7.8,93.0,80.0,245000000.0
914,Comedy,82.0,7.2,7.2,87.0,82.0,0.0
915,Action,60.0,6.8,6.8,63.0,60.0,245000000.0
916,Drama,65.0,5.6,5.6,0.0,65.0,0.0
917,Adventure,55.0,6.9,6.9,61.0,55.0,24500000.0
918,Biography,55.0,6.9,6.9,61.0,55.0,30000000.0
919,Action,41.0,6.8,6.8,32.0,41.0,49000000.0
920,Drama,53.0,4.9,4.9,38.0,53.0,2500000.0
921,Action,47.0,6.9,6.9,43.0,47.0,100000000.0
922,Comedy,44.0,6.1,6.1,36.0,44.0,3500000.0
923,Comedy,51.0,7.1,7.1,59.0,51.0,35000000.0
924,Action,65.0,6.6,6.6,70.0,65.0,160000000.0
925,Action,64.0,7.1,7.1,73.0,64.0,55000000.0
926,Action,51.0,5.4,5.4,32.0,51.0,70000000.0
927,Action,75.0,7.0,7.0,95.0,75.0,65000000.0
928,Action,75.0,7.4,7.4,94.0,75.0,150000000.0
929,Horror,55.0,6.3,6.3,68.0,55.0,5000000.0
930,Adventure,34.0,6.1,6.1,28.0,34.0,31000000.0
931,Drama,82.0,7.6,7.6,95.0,82.0,35000000.0
932,Drama,51.0,7.2,7.2,55.0,51.0,25000000.0
933,Biography,68.0,6.9,6.9,73.0,68.0,53000000.0
934,Comedy,56.0,6.6,6.6,0.0,56.0,50100000.0
935,Animation,55.0,6.6,6.6,52.0,55.0,135000000.0
936,Action,40.0,5.3,5.3,28.0,40.0,176000000.0
937,Biography,47.0,5.8,5.8,19.0,47.0,13000000.0
938,Animation,56.0,6.4,6.4,55.0,56.0,74000000.0
939,Comedy,63.0,6.4,6.4,65.0,63.0,29000000.0
940,Action,43.0,6.1,6.1,49.0,43.0,110000000.0
941,Comedy,75.0,6.2,6.2,84.0,75.0,35000000.0
942,Action,60.0,6.4,6.4,50.0,60.0,190000000.0
943,Drama,81.0,7.6,7.6,90.0,81.0,40000000.0
944,Biography,66.0,7.1,7.1,67.0,66.0,15000000.0
945,Action,42.0,6.2,6.2,28.0,42.0,110000000.0
946,Biography,72.0,7.8,7.8,89.0,72.0,28000000.0
947,Drama,94.0,7.3,7.3,94.0,94.0,11800000.0
948,Action,38.0,6.8,6.8,48.0,38.0,20000000.0
949,Action,38.0,6.8,6.8,48.0,38.0,16200000.0
950,Thriller,30.0,4.7,4.7,12.0,30.0,4000000.0
951,Action,57.0,7.4,7.4,60.0,57.0,30000000.0
952,Comedy,47.0,7.1,7.1,58.0,47.0,0.0
953,Action,43.0,6.3,6.3,48.0,43.0,61000000.0
954,Drama,52.0,6.4,6.4,50.0,52.0,0.0
955,Action,34.0,6.0,6.0,18.0,34.0,90000000.0
956,Horror,79.0,7.0,7.0,90.0,79.0,5000000.0
957,Comedy,42.0,6.6,6.6,28.0,42.0,20000000.0
958,Animation,66.0,6.7,6.7,76.0,66.0,200000000.0
959,Drama,71.0,7.1,7.1,84.0,71.0,0.0
960,Drama,74.0,6.6,6.6,89.0,74.0,0.0
961,Drama,77.0,7.0,7.0,91.0,77.0,10000000.0
962,Drama,77.0,7.0,7.0,91.0,77.0,5000000.0
963,Comedy,34.0,6.0,6.0,28.0,34.0,40000000.0
964,Action,28.0,5.7,5.7,8.0,28.0,35000000.0
965,Biography,82.0,7.2,7.2,85.0,82.0,30000000.0
966,Action,32.0,6.3,6.3,44.0,32.0,15000000.0
967,Action,51.0,6.7,6.7,51.0,51.0,2000000.0
968,Biography,56.0,6.6,6.6,60.0,56.0,60000000.0
969,Action,47.0,5.8,5.8,34.0,47.0,0.0
970,Biography,47.0,5.8,5.8,34.0,47.0,25000000.0
971,Drama,88.0,7.5,7.5,97.0,88.0,11000000.0
972,Comedy,64.0,7.3,7.3,71.0,64.0,0.0
973,Action,34.0,6.5,6.5,19.0,34.0,26000000.0
974,Comedy,48.0,6.3,6.3,44.0,48.0,68000000.0
975,Adventure,36.0,5.7,5.7,27.0,36.0,150000000.0
976,Action,27.0,5.5,5.5,18.0,27.0,88000000.0
977,Comedy,49.0,7.0,7.0,54.0,49.0,10000000.0
978,Drama,71.0,6.6,6.6,80.0,71.0,15000000.0
979,Comedy,42.0,6.2,6.2,30.0,42.0,50000000.0
980,Action,59.0,6.6,6.6,59.0,59.0,50000000.0
981,Action,52.0,6.4,6.4,44.0,52.0,8000000.0
982,Comedy,60.0,5.6,5.6,65.0,60.0,14800000.0
983,Comedy,56.0,6.5,6.5,73.0,56.0,8500000.0
984,Biography,60.0,7.5,7.5,75.0,60.0,15000000.0
985,Animation,44.0,6.7,6.7,55.0,44.0,80000000.0
986,Drama,53.0,5.7,5.7,47.0,53.0,0.0
987,Biography,67.0,6.9,6.9,84.0,67.0,0.0
988,Drama,33.0,7.1,7.1,31.0,33.0,34000000.0
989,Drama,36.0,6.0,6.0,100.0,36.0,65000000.0
990,Horror,52.0,6.1,6.1,58.0,52.0,10000000.0
991,Adventure,60.0,6.3,6.3,78.0,60.0,58000000.0
992,Comedy,40.0,5.4,5.4,20.0,40.0,37000000.0
993,Action,0.0,8.0,8.0,89.0,0.0,18026148.0
994,Drama,74.0,6.4,6.4,89.0,74.0,0.0
995,Comedy,35.0,6.6,6.6,29.0,35.0,23000000.0
996,Comedy,58.0,6.0,6.0,60.0,58.0,30000000.0
997,Crime,45.0,6.3,6.3,39.0,45.0,19500000.0
998,Comedy,53.0,6.6,6.6,47.0,53.0,11000000.0
999,Action,40.0,5.6,5.6,31.0,40.0,30000000.0
1000,Adventure,56.0,6.2,6.2,58.0,56.0,12000000.0
1001,Biography,70.0,6.7,6.7,89.0,70.0,6000000.0
1002,Animation,62.0,6.0,6.0,81.0,62.0,74000000.0
1003,Crime,41.0,6.5,6.5,27.0,41.0,50000000.0
1004,Action,0.0,7.6,7.6,67.0,0.0,0.0
1005,Comedy,70.0,7.7,7.7,91.0,70.0,0.0
1006,Drama,79.0,7.7,7.7,92.0,79.0,6000000.0
1007,Comedy,74.0,7.7,7.7,81.0,74.0,8000000.0
1008,Comedy,64.0,6.5,6.5,63.0,64.0,0.0
1009,Biography,55.0,7.2,7.2,58.0,55.0,35000000.0
1010,Comedy,87.0,6.8,6.8,95.0,87.0,2000000.0
1011,Drama,83.0,7.6,7.6,97.0,83.0,0.0
1012,Action,70.0,7.3,7.3,83.0,70.0,35000000.0
1013,Comedy,86.0,7.1,7.1,96.0,86.0,100000.0
1014,Adventure,51.0,6.4,6.4,47.0,51.0,8000000.0
1015,Horror,32.0,5.3,5.3,15.0,32.0,10000000.0
1016,Animation,88.0,7.3,7.3,92.0,88.0,8000000.0
1017,Horror,68.0,5.9,5.9,74.0,68.0,0.0
1018,Comedy,77.0,6.4,6.4,91.0,77.0,6000000.0
1019,Crime,0.0,8.2,8.2,80.0,0.0,9400000.0
1020,Action,0.0,5.0,5.0,47.0,0.0,0.0
1021,Biography,51.0,7.3,7.3,57.0,51.0,11000000.0
1022,Biography,54.0,7.4,7.4,81.0,54.0,23000000.0
1023,Action,73.0,7.3,7.3,95.0,73.0,13000000.0
1024,Comedy,51.0,6.6,6.6,65.0,51.0,10000000.0
1025,Comedy,60.0,6.2,6.2,0.0,60.0,0.0
1026,Comedy,68.0,6.3,6.3,85.0,68.0,3200000.0
1027,Drama,46.0,6.2,6.2,39.0,46.0,2000000.0
1028,Drama,59.0,5.8,5.8,76.0,59.0,0.0
1029,Comedy,77.0,6.7,6.7,91.0,77.0,600000.0
1030,Action,0.0,7.3,7.3,65.0,0.0,0.0
1031,Drama,44.0,5.3,5.3,34.0,44.0,10000000.0
1032,Action,27.0,5.5,5.5,12.0,27.0,60000000.0
1033,Comedy,75.0,6.7,6.7,67.0,75.0,0.0
1034,Drama,52.0,5.6,5.6,60.0,52.0,0.0
1035,Drama,47.0,6.4,6.4,37.0,47.0,12000000.0
1036,Crime,32.0,5.7,5.7,15.0,32.0,0.0
1037,Biography,50.0,6.3,6.3,45.0,50.0,0.0
1038,Biography,56.0,7.2,7.2,63.0,56.0,10000000.0
1039,Action,32.0,5.2,5.2,16.0,32.0,0.0
1040,Drama,68.0,6.0,6.0,79.0,68.0,7500000.0
1041,Drama,43.0,6.1,6.1,36.0,43.0,16000000.0
1042,Adventure,72.0,7.2,7.2,88.0,72.0,7000000.0
1043,Drama,75.0,7.8,7.8,92.0,75.0,0.0
1044,Comedy,31.0,5.2,5.2,8.0,31.0,0.0
1045,Action,31.0,5.2,5.2,8.0,31.0,35000000.0
1046,Comedy,49.0,6.2,6.2,67.0,49.0,15000000.0
1047,Action,0.0,8.0,8.0,88.0,0.0,0.0
1048,Drama,72.0,6.3,6.3,89.0,72.0,0.0
1049,Action,39.0,5.8,5.8,16.0,39.0,40000000.0
1050,Comedy,58.0,6.4,6.4,69.0,58.0,25000000.0
1051,Drama,28.0,4.8,4.8,26.0,28.0,5000000.0
1052,Drama,72.0,6.4,6.4,83.0,72.0,0.0
1053,Action,57.0,7.1,7.1,76.0,57.0,36000000.0
1054,Biography,60.0,7.4,7.4,80.0,60.0,17000000.0
1055,Animation,25.0,5.8,5.8,18.0,25.0,0.0
1056,Animation,67.0,7.1,7.1,87.0,67.0,99000000.0
1057,Comedy,29.0,5.5,5.5,7.0,29.0,15000000.0
1058,Drama,23.0,6.1,6.1,17.0,23.0,25000000.0
1059,Animation,33.0,5.0,5.0,15.0,33.0,90000000.0
1060,Horror,31.0,5.2,5.2,16.0,31.0,3300000.0
1061,Comedy,31.0,5.8,5.8,18.0,31.0,17000000.0
